district,thana,year,quarter,deposits
nan,KOTWALI_BARISHAL,2018,Q1,5233.15
nan,KOTWALI_BARISHAL,2018,Q2,5136.37
nan,KOTWALI_BARISHAL,2018,Q3,5329.99
nan,KOTWALI_BARISHAL,2019,Q1,5650.02
nan,KOTWALI_BARISHAL,2019,Q2,5776.09
nan,KOTWALI_BARISHAL,2019,Q3,6043.41
nan,KOTWALI_BARISHAL,2020,Q1,6440.44
nan,KOTWALI_BARISHAL,2020,Q2,6621.33
nan,KOTWALI_BARISHAL,2020,Q3,6804.94
nan,KOTWALI_BARISHAL,2021,Q1,7155.84
nan,KOTWALI_BARISHAL,2021,Q2,7916.13
nan,KOTWALI_BARISHAL,2021,Q3,7765.7
nan,KOTWALI_BARISHAL,2022,Q1,8091.43
nan,KOTWALI_BARISHAL,2022,Q2,8051.78
nan,KOTWALI_BARISHAL,2022,Q3,8109.3
nan,KOTWALI_BARISHAL,2023,Q1,8632.27
nan,KOTWALI_BARISHAL,2023,Q2,8915.24
nan,KOTWALI_BARISHAL,2024,,8861.67
nan,MEHENDIGANJ,2018,Q1,291.33
nan,MEHENDIGANJ,2018,Q2,294.56
nan,MEHENDIGANJ,2018,Q3,307.92
nan,MEHENDIGANJ,2019,Q1,335.08
nan,MEHENDIGANJ,2019,Q2,341.54
nan,MEHENDIGANJ,2019,Q3,356.03
nan,MEHENDIGANJ,2020,Q1,361.32
nan,MEHENDIGANJ,2020,Q2,416.3
nan,MEHENDIGANJ,2020,Q3,394.22
nan,MEHENDIGANJ,2021,Q1,406.24
nan,MEHENDIGANJ,2021,Q2,409.79
nan,MEHENDIGANJ,2021,Q3,416.35
nan,MEHENDIGANJ,2022,Q1,464.17
nan,MEHENDIGANJ,2022,Q2,465.47
nan,MEHENDIGANJ,2022,Q3,460.73
nan,MEHENDIGANJ,2023,Q1,492.26
nan,MEHENDIGANJ,2023,Q2,506.98
nan,MEHENDIGANJ,2024,,502.64
nan,MULADI,2018,Q1,241.55
nan,MULADI,2018,Q2,221.17
nan,MULADI,2018,Q3,222.17
nan,MULADI,2019,Q1,238.3
nan,MULADI,2019,Q2,239.77
nan,MULADI,2019,Q3,250.38
nan,MULADI,2020,Q1,273.04
nan,MULADI,2020,Q2,283.05
nan,MULADI,2020,Q3,299.0
nan,MULADI,2021,Q1,322.71
nan,MULADI,2021,Q2,331.7
nan,MULADI,2021,Q3,348.57
nan,MULADI,2022,Q1,385.91
nan,MULADI,2022,Q2,397.85
nan,MULADI,2022,Q3,397.22
nan,MULADI,2023,Q1,436.37
nan,MULADI,2023,Q2,438.1
nan,MULADI,2024,,436.78
nan,WAZIRPUR,2018,Q1,334.98
nan,WAZIRPUR,2018,Q2,328.33
nan,WAZIRPUR,2018,Q3,352.55
nan,WAZIRPUR,2019,Q1,361.97
nan,WAZIRPUR,2019,Q2,366.74
nan,WAZIRPUR,2019,Q3,392.01
nan,WAZIRPUR,2020,Q1,419.32
nan,WAZIRPUR,2020,Q2,429.12
nan,WAZIRPUR,2020,Q3,464.77
nan,WAZIRPUR,2021,Q1,482.31
nan,WAZIRPUR,2021,Q2,501.34
nan,WAZIRPUR,2021,Q3,573.8
nan,WAZIRPUR,2022,Q1,571.96
nan,WAZIRPUR,2022,Q2,580.5
nan,WAZIRPUR,2022,Q3,599.37
nan,WAZIRPUR,2023,Q1,649.8
nan,WAZIRPUR,2023,Q2,650.59
nan,WAZIRPUR,2024,,651.36
BHOLA Total,nan,2018,Q1,3172.97
BHOLA Total,nan,2018,Q2,3093.75
BHOLA Total,nan,2018,Q3,3235.15
BHOLA Total,nan,2019,Q1,3358.1
BHOLA Total,nan,2019,Q2,3392.42
BHOLA Total,nan,2019,Q3,3577.43
BHOLA Total,nan,2020,Q1,3758.52
BHOLA Total,nan,2020,Q2,3841.58
BHOLA Total,nan,2020,Q3,4076.23
BHOLA Total,nan,2021,Q1,4093.54
BHOLA Total,nan,2021,Q2,4229.78
BHOLA Total,nan,2021,Q3,4225.37
BHOLA Total,nan,2022,Q1,4513.42
BHOLA Total,nan,2022,Q2,4587.49
BHOLA Total,nan,2022,Q3,4441.86
BHOLA Total,nan,2023,Q1,4773.67
BHOLA Total,nan,2023,Q2,4854.42
BHOLA Total,nan,2024,,4880.28
BHOLA,BHOLA SADAR,2018,Q1,1374.09
BHOLA,BHOLA SADAR,2018,Q2,1297.47
BHOLA,BHOLA SADAR,2018,Q3,1401.75
BHOLA,BHOLA SADAR,2019,Q1,1470.02
BHOLA,BHOLA SADAR,2019,Q2,1445.65
BHOLA,BHOLA SADAR,2019,Q3,1588.03
BHOLA,BHOLA SADAR,2020,Q1,1746.81
BHOLA,BHOLA SADAR,2020,Q2,1704.95
BHOLA,BHOLA SADAR,2020,Q3,1832.47
BHOLA,BHOLA SADAR,2021,Q1,1866.38
BHOLA,BHOLA SADAR,2021,Q2,1897.31
BHOLA,BHOLA SADAR,2021,Q3,1875.02
BHOLA,BHOLA SADAR,2022,Q1,2017.54
BHOLA,BHOLA SADAR,2022,Q2,1953.58
BHOLA,BHOLA SADAR,2022,Q3,1907.72
BHOLA,BHOLA SADAR,2023,Q1,2076.51
BHOLA,BHOLA SADAR,2023,Q2,2110.1
BHOLA,BHOLA SADAR,2024,,2157.14
nan,BURHANUDDIN,2018,Q1,390.34
nan,BURHANUDDIN,2018,Q2,394.69
nan,BURHANUDDIN,2018,Q3,414.93
nan,BURHANUDDIN,2019,Q1,424.75
nan,BURHANUDDIN,2019,Q2,426.08
nan,BURHANUDDIN,2019,Q3,438.28
nan,BURHANUDDIN,2020,Q1,455.75
nan,BURHANUDDIN,2020,Q2,507.05
nan,BURHANUDDIN,2020,Q3,534.95
nan,BURHANUDDIN,2021,Q1,505.96
nan,BURHANUDDIN,2021,Q2,518.61
nan,BURHANUDDIN,2021,Q3,529.17
nan,BURHANUDDIN,2022,Q1,540.55
nan,BURHANUDDIN,2022,Q2,568.15
nan,BURHANUDDIN,2022,Q3,542.64
nan,BURHANUDDIN,2023,Q1,561.39
nan,BURHANUDDIN,2023,Q2,575.97
nan,BURHANUDDIN,2024,,552.05
nan,CHAR SHASIVUSON,2018,Q1,18.82
nan,CHAR SHASIVUSON,2018,Q2,19.22
nan,CHAR SHASIVUSON,2018,Q3,20.56
nan,CHAR SHASIVUSON,2019,Q1,21.27
nan,CHAR SHASIVUSON,2019,Q2,22.95
nan,CHAR SHASIVUSON,2019,Q3,24.09
nan,CHAR SHASIVUSON,2020,Q1,21.36
nan,CHAR SHASIVUSON,2020,Q2,23.06
nan,CHAR SHASIVUSON,2020,Q3,24.31
nan,CHAR SHASIVUSON,2021,Q1,25.74
nan,CHAR SHASIVUSON,2021,Q2,27.13
nan,CHAR SHASIVUSON,2021,Q3,27.24
nan,CHAR SHASIVUSON,2022,Q1,29.32
nan,CHAR SHASIVUSON,2022,Q2,31.62
nan,CHAR SHASIVUSON,2022,Q3,30.05
nan,CHAR SHASIVUSON,2023,Q1,33.25
nan,CHAR SHASIVUSON,2023,Q2,32.3
nan,CHAR SHASIVUSON,2024,,34.23
nan,CHARFESHION,2018,Q1,588.99
nan,CHARFESHION,2018,Q2,590.37
nan,CHARFESHION,2018,Q3,604.45
nan,CHARFESHION,2019,Q1,616.69
nan,CHARFESHION,2019,Q2,666.56
nan,CHARFESHION,2019,Q3,704.82
nan,CHARFESHION,2020,Q1,716.68
nan,CHARFESHION,2020,Q2,752.81
nan,CHARFESHION,2020,Q3,824.24
nan,CHARFESHION,2021,Q1,798.45
nan,CHARFESHION,2021,Q2,845.46
nan,CHARFESHION,2021,Q3,851.13
nan,CHARFESHION,2022,Q1,886.88
nan,CHARFESHION,2022,Q2,933.68
nan,CHARFESHION,2022,Q3,913.65
nan,CHARFESHION,2023,Q1,949.53
nan,CHARFESHION,2023,Q2,984.08
nan,CHARFESHION,2024,,967.04
nan,DAULATKHAN,2018,Q1,269.2
nan,DAULATKHAN,2018,Q2,250.55
nan,DAULATKHAN,2018,Q3,249.91
nan,DAULATKHAN,2019,Q1,257.17
nan,DAULATKHAN,2019,Q2,272.53
nan,DAULATKHAN,2019,Q3,280.87
nan,DAULATKHAN,2020,Q1,276.1
nan,DAULATKHAN,2020,Q2,313.24
nan,DAULATKHAN,2020,Q3,307.18
nan,DAULATKHAN,2021,Q1,323.45
nan,DAULATKHAN,2021,Q2,355.54
nan,DAULATKHAN,2021,Q3,361.57
nan,DAULATKHAN,2022,Q1,395.99
nan,DAULATKHAN,2022,Q2,432.17
nan,DAULATKHAN,2022,Q3,406.93
nan,DAULATKHAN,2023,Q1,455.03
nan,DAULATKHAN,2023,Q2,447.9
nan,DAULATKHAN,2024,,461.28
nan,LALMOHAN,2018,Q1,332.32
nan,LALMOHAN,2018,Q2,325.42
nan,LALMOHAN,2018,Q3,333.34
nan,LALMOHAN,2019,Q1,353.83
nan,LALMOHAN,2019,Q2,343.2
nan,LALMOHAN,2019,Q3,334.8
nan,LALMOHAN,2020,Q1,357.3
nan,LALMOHAN,2020,Q2,354.98
nan,LALMOHAN,2020,Q3,363.66
nan,LALMOHAN,2021,Q1,386.19
nan,LALMOHAN,2021,Q2,393.04
nan,LALMOHAN,2021,Q3,389.91
nan,LALMOHAN,2022,Q1,433.58
nan,LALMOHAN,2022,Q2,449.52
nan,LALMOHAN,2022,Q3,424.24
nan,LALMOHAN,2023,Q1,476.29
nan,LALMOHAN,2023,Q2,485.6
nan,LALMOHAN,2024,,484.61
nan,MONPURA,2018,Q1,53.5
nan,MONPURA,2018,Q2,63.97
nan,MONPURA,2018,Q3,59.15
nan,MONPURA,2019,Q1,71.84
nan,MONPURA,2019,Q2,58.93
nan,MONPURA,2019,Q3,49.87
nan,MONPURA,2020,Q1,45.57
nan,MONPURA,2020,Q2,45.24
nan,MONPURA,2020,Q3,45.74
nan,MONPURA,2021,Q1,44.68
nan,MONPURA,2021,Q2,47.24
nan,MONPURA,2021,Q3,46.39
nan,MONPURA,2022,Q1,49.37
nan,MONPURA,2022,Q2,58.59
nan,MONPURA,2022,Q3,56.67
nan,MONPURA,2023,Q1,61.84
nan,MONPURA,2023,Q2,55.05
nan,MONPURA,2024,,59.04
nan,TAZUMUDDIN,2018,Q1,145.71
nan,TAZUMUDDIN,2018,Q2,152.06
nan,TAZUMUDDIN,2018,Q3,151.05
nan,TAZUMUDDIN,2019,Q1,142.54
nan,TAZUMUDDIN,2019,Q2,156.51
nan,TAZUMUDDIN,2019,Q3,156.66
nan,TAZUMUDDIN,2020,Q1,138.96
nan,TAZUMUDDIN,2020,Q2,140.25
nan,TAZUMUDDIN,2020,Q3,143.67
nan,TAZUMUDDIN,2021,Q1,142.7
nan,TAZUMUDDIN,2021,Q2,145.45
nan,TAZUMUDDIN,2021,Q3,144.95
nan,TAZUMUDDIN,2022,Q1,160.19
nan,TAZUMUDDIN,2022,Q2,160.18
nan,TAZUMUDDIN,2022,Q3,159.95
nan,TAZUMUDDIN,2023,Q1,159.83
nan,TAZUMUDDIN,2023,Q2,163.42
nan,TAZUMUDDIN,2024,,164.89
BOGURA Total,nan,2018,Q1,8297.4
BOGURA Total,nan,2018,Q2,8226.96
BOGURA Total,nan,2018,Q3,8568.76
BOGURA Total,nan,2019,Q1,9201.91
BOGURA Total,nan,2019,Q2,9333.79
BOGURA Total,nan,2019,Q3,9824.14
BOGURA Total,nan,2020,Q1,10379.52
BOGURA Total,nan,2020,Q2,10935.6
BOGURA Total,nan,2020,Q3,11239.1
BOGURA Total,nan,2021,Q1,11813.76
BOGURA Total,nan,2021,Q2,12000.22
BOGURA Total,nan,2021,Q3,12508.29
BOGURA Total,nan,2022,Q1,13110.54
BOGURA Total,nan,2022,Q2,12949.6
BOGURA Total,nan,2022,Q3,12896.98
BOGURA Total,nan,2023,Q1,13721.17
BOGURA Total,nan,2023,Q2,14145.89
BOGURA Total,nan,2024,,14428.37
BOGURA,ADAMDIGHI,2018,Q1,297.41
BOGURA,ADAMDIGHI,2018,Q2,295.73
BOGURA,ADAMDIGHI,2018,Q3,306.03
BOGURA,ADAMDIGHI,2019,Q1,322.98
BOGURA,ADAMDIGHI,2019,Q2,329.61
BOGURA,ADAMDIGHI,2019,Q3,340.37
BOGURA,ADAMDIGHI,2020,Q1,358.71
BOGURA,ADAMDIGHI,2020,Q2,385.85
BOGURA,ADAMDIGHI,2020,Q3,403.88
BOGURA,ADAMDIGHI,2021,Q1,443.25
BOGURA,ADAMDIGHI,2021,Q2,497.16
BOGURA,ADAMDIGHI,2021,Q3,498.66
BOGURA,ADAMDIGHI,2022,Q1,473.29
BOGURA,ADAMDIGHI,2022,Q2,456.31
BOGURA,ADAMDIGHI,2022,Q3,438.47
BOGURA,ADAMDIGHI,2023,Q1,472.7
BOGURA,ADAMDIGHI,2023,Q2,519.53
BOGURA,ADAMDIGHI,2024,,487.39
nan,DHUNAT,2018,Q1,174.99
nan,DHUNAT,2018,Q2,171.98
nan,DHUNAT,2018,Q3,176.16
nan,DHUNAT,2019,Q1,191.61
nan,DHUNAT,2019,Q2,189.98
nan,DHUNAT,2019,Q3,189.77
nan,DHUNAT,2020,Q1,201.96
nan,DHUNAT,2020,Q2,204.93
nan,DHUNAT,2020,Q3,215.35
nan,DHUNAT,2021,Q1,223.47
nan,DHUNAT,2021,Q2,229.67
nan,DHUNAT,2021,Q3,243.33
nan,DHUNAT,2022,Q1,254.79
nan,DHUNAT,2022,Q2,263.6
nan,DHUNAT,2022,Q3,246.68
nan,DHUNAT,2023,Q1,279.21
nan,DHUNAT,2023,Q2,280.56
nan,DHUNAT,2024,,293.63
nan,DUPCHANCHIA,2018,Q1,371.43
nan,DUPCHANCHIA,2018,Q2,378.3
nan,DUPCHANCHIA,2018,Q3,392.12
nan,DUPCHANCHIA,2019,Q1,428.54
nan,DUPCHANCHIA,2019,Q2,444.04
nan,DUPCHANCHIA,2019,Q3,447.65
nan,DUPCHANCHIA,2020,Q1,459.32
nan,DUPCHANCHIA,2020,Q2,491.53
nan,DUPCHANCHIA,2020,Q3,502.25
nan,DUPCHANCHIA,2021,Q1,522.84
nan,DUPCHANCHIA,2021,Q2,529.42
nan,DUPCHANCHIA,2021,Q3,533.07
nan,DUPCHANCHIA,2022,Q1,564.87
nan,DUPCHANCHIA,2022,Q2,567.0
nan,DUPCHANCHIA,2022,Q3,530.76
nan,DUPCHANCHIA,2023,Q1,564.79
nan,DUPCHANCHIA,2023,Q2,572.53
nan,DUPCHANCHIA,2024,,620.44
nan,GABTALI,2018,Q1,185.54
nan,GABTALI,2018,Q2,182.5
nan,GABTALI,2018,Q3,189.1
nan,GABTALI,2019,Q1,199.85
nan,GABTALI,2019,Q2,205.2
nan,GABTALI,2019,Q3,206.99
nan,GABTALI,2020,Q1,216.53
nan,GABTALI,2020,Q2,219.27
nan,GABTALI,2020,Q3,230.22
nan,GABTALI,2021,Q1,243.82
nan,GABTALI,2021,Q2,249.39
nan,GABTALI,2021,Q3,261.24
nan,GABTALI,2022,Q1,282.98
nan,GABTALI,2022,Q2,288.52
nan,GABTALI,2022,Q3,277.78
nan,GABTALI,2023,Q1,302.7
nan,GABTALI,2023,Q2,306.65
nan,GABTALI,2024,,303.49
nan,KAHALOO,2018,Q1,147.7
nan,KAHALOO,2018,Q2,147.53
nan,KAHALOO,2018,Q3,156.15
nan,KAHALOO,2019,Q1,162.4
nan,KAHALOO,2019,Q2,159.46
nan,KAHALOO,2019,Q3,159.03
nan,KAHALOO,2020,Q1,168.64
nan,KAHALOO,2020,Q2,174.56
nan,KAHALOO,2020,Q3,174.81
nan,KAHALOO,2021,Q1,188.02
nan,KAHALOO,2021,Q2,195.39
nan,KAHALOO,2021,Q3,193.34
nan,KAHALOO,2022,Q1,202.1
nan,KAHALOO,2022,Q2,207.75
nan,KAHALOO,2022,Q3,197.3
nan,KAHALOO,2023,Q1,211.22
nan,KAHALOO,2023,Q2,225.78
nan,KAHALOO,2024,,224.41
nan,KOTWALI_BOGURA,2018,Q1,5214.69
nan,KOTWALI_BOGURA,2018,Q2,5112.48
nan,KOTWALI_BOGURA,2018,Q3,5375.87
nan,KOTWALI_BOGURA,2019,Q1,5756.34
nan,KOTWALI_BOGURA,2019,Q2,5790.84
nan,KOTWALI_BOGURA,2019,Q3,6176.98
nan,KOTWALI_BOGURA,2020,Q1,6518.13
nan,KOTWALI_BOGURA,2020,Q2,6916.4
nan,KOTWALI_BOGURA,2020,Q3,7046.27
nan,KOTWALI_BOGURA,2021,Q1,7412.01
nan,KOTWALI_BOGURA,2021,Q2,7433.16
nan,KOTWALI_BOGURA,2021,Q3,7860.73
nan,KOTWALI_BOGURA,2022,Q1,8385.11
nan,KOTWALI_BOGURA,2022,Q2,8164.02
nan,KOTWALI_BOGURA,2022,Q3,8253.93
nan,KOTWALI_BOGURA,2023,Q1,8811.36
nan,KOTWALI_BOGURA,2023,Q2,9050.5
nan,KOTWALI_BOGURA,2024,,9309.91
nan,NANDIGRAM,2018,Q1,158.45
nan,NANDIGRAM,2018,Q2,150.55
nan,NANDIGRAM,2018,Q3,157.53
nan,NANDIGRAM,2019,Q1,165.92
nan,NANDIGRAM,2019,Q2,167.06
nan,NANDIGRAM,2019,Q3,173.17
nan,NANDIGRAM,2020,Q1,190.23
nan,NANDIGRAM,2020,Q2,192.35
nan,NANDIGRAM,2020,Q3,199.24
nan,NANDIGRAM,2021,Q1,218.58
nan,NANDIGRAM,2021,Q2,217.5
nan,NANDIGRAM,2021,Q3,222.38
nan,NANDIGRAM,2022,Q1,238.89
nan,NANDIGRAM,2022,Q2,231.83
nan,NANDIGRAM,2022,Q3,245.51
nan,NANDIGRAM,2023,Q1,260.99
nan,NANDIGRAM,2023,Q2,256.45
nan,NANDIGRAM,2024,,248.43
nan,SARIAKANDI,2018,Q1,127.27
nan,SARIAKANDI,2018,Q2,134.35
nan,SARIAKANDI,2018,Q3,133.09
nan,SARIAKANDI,2019,Q1,151.73
nan,SARIAKANDI,2019,Q2,147.25
nan,SARIAKANDI,2019,Q3,147.19
nan,SARIAKANDI,2020,Q1,170.97
nan,SARIAKANDI,2020,Q2,168.71
nan,SARIAKANDI,2020,Q3,172.02
nan,SARIAKANDI,2021,Q1,176.32
nan,SARIAKANDI,2021,Q2,181.27
nan,SARIAKANDI,2021,Q3,189.74
nan,SARIAKANDI,2022,Q1,202.49
nan,SARIAKANDI,2022,Q2,196.39
nan,SARIAKANDI,2022,Q3,193.11
nan,SARIAKANDI,2023,Q1,201.58
nan,SARIAKANDI,2023,Q2,211.43
nan,SARIAKANDI,2024,,225.6
nan,SHAHJAHANPUR,2018,Q1,433.38
nan,SHAHJAHANPUR,2018,Q2,452.07
nan,SHAHJAHANPUR,2018,Q3,466.33
nan,SHAHJAHANPUR,2019,Q1,474.65
nan,SHAHJAHANPUR,2019,Q2,518.58
nan,SHAHJAHANPUR,2019,Q3,527.09
nan,SHAHJAHANPUR,2020,Q1,573.22
nan,SHAHJAHANPUR,2020,Q2,575.71
nan,SHAHJAHANPUR,2020,Q3,622.84
nan,SHAHJAHANPUR,2021,Q1,678.39
nan,SHAHJAHANPUR,2021,Q2,690.66
nan,SHAHJAHANPUR,2021,Q3,691.05
nan,SHAHJAHANPUR,2022,Q1,724.02
nan,SHAHJAHANPUR,2022,Q2,730.47
nan,SHAHJAHANPUR,2022,Q3,731.54
nan,SHAHJAHANPUR,2023,Q1,679.25
nan,SHAHJAHANPUR,2023,Q2,742.39
nan,SHAHJAHANPUR,2024,,745.3
nan,SHERPUR,2018,Q1,701.76
nan,SHERPUR,2018,Q2,698.27
nan,SHERPUR,2018,Q3,711.05
nan,SHERPUR,2019,Q1,805.74
nan,SHERPUR,2019,Q2,833.96
nan,SHERPUR,2019,Q3,880.93
nan,SHERPUR,2020,Q1,911.56
nan,SHERPUR,2020,Q2,968.85
nan,SHERPUR,2020,Q3,1008.87
nan,SHERPUR,2021,Q1,1007.92
nan,SHERPUR,2021,Q2,1065.44
nan,SHERPUR,2021,Q3,1082.41
nan,SHERPUR,2022,Q1,1044.48
nan,SHERPUR,2022,Q2,1070.11
nan,SHERPUR,2022,Q3,1009.89
nan,SHERPUR,2023,Q1,1101.88
nan,SHERPUR,2023,Q2,1118.88
nan,SHERPUR,2024,,1135.41
nan,SHIBGANJ,2018,Q1,334.16
nan,SHIBGANJ,2018,Q2,348.41
nan,SHIBGANJ,2018,Q3,345.79
nan,SHIBGANJ,2019,Q1,372.96
nan,SHIBGANJ,2019,Q2,372.63
nan,SHIBGANJ,2019,Q3,386.63
nan,SHIBGANJ,2020,Q1,408.65
nan,SHIBGANJ,2020,Q2,434.16
nan,SHIBGANJ,2020,Q3,448.84
nan,SHIBGANJ,2021,Q1,476.26
nan,SHIBGANJ,2021,Q2,479.8
nan,SHIBGANJ,2021,Q3,490.19
nan,SHIBGANJ,2022,Q1,479.4
nan,SHIBGANJ,2022,Q2,490.63
nan,SHIBGANJ,2022,Q3,491.72
nan,SHIBGANJ,2023,Q1,536.35
nan,SHIBGANJ,2023,Q2,555.07
nan,SHIBGANJ,2024,,532.16
nan,SONATOLA,2018,Q1,150.6
nan,SONATOLA,2018,Q2,154.79
nan,SONATOLA,2018,Q3,159.53
nan,SONATOLA,2019,Q1,169.18
nan,SONATOLA,2019,Q2,175.19
nan,SONATOLA,2019,Q3,188.34
nan,SONATOLA,2020,Q1,201.61
nan,SONATOLA,2020,Q2,203.3
nan,SONATOLA,2020,Q3,214.5
nan,SONATOLA,2021,Q1,222.89
nan,SONATOLA,2021,Q2,231.35
nan,SONATOLA,2021,Q3,242.14
nan,SONATOLA,2022,Q1,258.1
nan,SONATOLA,2022,Q2,282.96
nan,SONATOLA,2022,Q3,280.29
nan,SONATOLA,2023,Q1,299.13
nan,SONATOLA,2023,Q2,306.14
nan,SONATOLA,2024,,302.19
BRAHMANBARIA Total,nan,2018,Q1,9560.62
BRAHMANBARIA Total,nan,2018,Q2,9941.27
BRAHMANBARIA Total,nan,2018,Q3,10301.59
BRAHMANBARIA Total,nan,2019,Q1,11121.43
BRAHMANBARIA Total,nan,2019,Q2,11843.95
BRAHMANBARIA Total,nan,2019,Q3,12239.06
BRAHMANBARIA Total,nan,2020,Q1,12700.81
BRAHMANBARIA Total,nan,2020,Q2,13775.71
BRAHMANBARIA Total,nan,2020,Q3,14386.36
BRAHMANBARIA Total,nan,2021,Q1,14615.81
BRAHMANBARIA Total,nan,2021,Q2,15168.51
BRAHMANBARIA Total,nan,2021,Q3,15314.26
BRAHMANBARIA Total,nan,2022,Q1,15727.79
BRAHMANBARIA Total,nan,2022,Q2,15991.74
BRAHMANBARIA Total,nan,2022,Q3,15302.8
BRAHMANBARIA Total,nan,2023,Q1,16333.86
BRAHMANBARIA Total,nan,2023,Q2,16017.12
BRAHMANBARIA Total,nan,2024,,16341.84
BRAHMANBARIA,AKHAURA,2018,Q1,638.57
BRAHMANBARIA,AKHAURA,2018,Q2,655.09
BRAHMANBARIA,AKHAURA,2018,Q3,688.94
BRAHMANBARIA,AKHAURA,2019,Q1,734.91
BRAHMANBARIA,AKHAURA,2019,Q2,759.43
BRAHMANBARIA,AKHAURA,2019,Q3,805.35
BRAHMANBARIA,AKHAURA,2020,Q1,832.01
BRAHMANBARIA,AKHAURA,2020,Q2,918.48
BRAHMANBARIA,AKHAURA,2020,Q3,959.93
BRAHMANBARIA,AKHAURA,2021,Q1,1011.87
BRAHMANBARIA,AKHAURA,2021,Q2,1056.58
BRAHMANBARIA,AKHAURA,2021,Q3,1037.55
BRAHMANBARIA,AKHAURA,2022,Q1,1110.49
BRAHMANBARIA,AKHAURA,2022,Q2,1124.74
BRAHMANBARIA,AKHAURA,2022,Q3,1055.3
BRAHMANBARIA,AKHAURA,2023,Q1,1170.63
BRAHMANBARIA,AKHAURA,2023,Q2,1217.21
BRAHMANBARIA,AKHAURA,2024,,1250.29
nan,ASHUGANJ,2018,Q1,1152.81
nan,ASHUGANJ,2018,Q2,1192.53
nan,ASHUGANJ,2018,Q3,1240.06
nan,ASHUGANJ,2019,Q1,1358.46
nan,ASHUGANJ,2019,Q2,1643.81
nan,ASHUGANJ,2019,Q3,1644.13
nan,ASHUGANJ,2020,Q1,1713.25
nan,ASHUGANJ,2020,Q2,1668.25
nan,ASHUGANJ,2020,Q3,1805.75
nan,ASHUGANJ,2021,Q1,1744.12
nan,ASHUGANJ,2021,Q2,1684.93
nan,ASHUGANJ,2021,Q3,1841.82
nan,ASHUGANJ,2022,Q1,1742.39
nan,ASHUGANJ,2022,Q2,1830.73
nan,ASHUGANJ,2022,Q3,1829.51
nan,ASHUGANJ,2023,Q1,1771.44
nan,ASHUGANJ,2023,Q2,1795.5
nan,ASHUGANJ,2024,,2019.64
nan,BANCHARAMPUR,2018,Q1,723.65
nan,BANCHARAMPUR,2018,Q2,770.08
nan,BANCHARAMPUR,2018,Q3,770.43
nan,BANCHARAMPUR,2019,Q1,820.69
nan,BANCHARAMPUR,2019,Q2,861.13
nan,BANCHARAMPUR,2019,Q3,907.1
nan,BANCHARAMPUR,2020,Q1,941.03
nan,BANCHARAMPUR,2020,Q2,1044.99
nan,BANCHARAMPUR,2020,Q3,1133.59
nan,BANCHARAMPUR,2021,Q1,1111.88
nan,BANCHARAMPUR,2021,Q2,1183.39
nan,BANCHARAMPUR,2021,Q3,1214.82
nan,BANCHARAMPUR,2022,Q1,1225.33
nan,BANCHARAMPUR,2022,Q2,1241.14
nan,BANCHARAMPUR,2022,Q3,1097.67
nan,BANCHARAMPUR,2023,Q1,1204.15
nan,BANCHARAMPUR,2023,Q2,1226.99
nan,BANCHARAMPUR,2024,,1260.52
nan,BIJOYNAGAR,2018,Q1,134.11
nan,BIJOYNAGAR,2018,Q2,186.48
nan,BIJOYNAGAR,2018,Q3,139.45
nan,BIJOYNAGAR,2019,Q1,153.34
nan,BIJOYNAGAR,2019,Q2,155.96
nan,BIJOYNAGAR,2019,Q3,165.15
nan,BIJOYNAGAR,2020,Q1,175.67
nan,BIJOYNAGAR,2020,Q2,189.81
nan,BIJOYNAGAR,2020,Q3,199.24
nan,BIJOYNAGAR,2021,Q1,215.3
nan,BIJOYNAGAR,2021,Q2,190.62
nan,BIJOYNAGAR,2021,Q3,217.81
nan,BIJOYNAGAR,2022,Q1,260.14
nan,BIJOYNAGAR,2022,Q2,239.76
nan,BIJOYNAGAR,2022,Q3,236.6
nan,BIJOYNAGAR,2023,Q1,265.29
nan,BIJOYNAGAR,2023,Q2,273.89
nan,BIJOYNAGAR,2024,,282.47
nan,BRAHMANBARIA SADAR,2018,Q1,4756.3
nan,BRAHMANBARIA SADAR,2018,Q2,4994.28
nan,BRAHMANBARIA SADAR,2018,Q3,5226.19
nan,BRAHMANBARIA SADAR,2019,Q1,5653.59
nan,BRAHMANBARIA SADAR,2019,Q2,5952.66
nan,BRAHMANBARIA SADAR,2019,Q3,6118.0
nan,BRAHMANBARIA SADAR,2020,Q1,6345.55
nan,BRAHMANBARIA SADAR,2020,Q2,7004.59
nan,BRAHMANBARIA SADAR,2020,Q3,7105.3
nan,BRAHMANBARIA SADAR,2021,Q1,7285.56
nan,BRAHMANBARIA SADAR,2021,Q2,7681.91
nan,BRAHMANBARIA SADAR,2021,Q3,7544.87
nan,BRAHMANBARIA SADAR,2022,Q1,7711.93
nan,BRAHMANBARIA SADAR,2022,Q2,7853.66
nan,BRAHMANBARIA SADAR,2022,Q3,7679.94
nan,BRAHMANBARIA SADAR,2023,Q1,8118.84
nan,BRAHMANBARIA SADAR,2023,Q2,7640.21
nan,BRAHMANBARIA SADAR,2024,,7589.3
nan,KASBA,2018,Q1,781.34
nan,KASBA,2018,Q2,788.45
nan,KASBA,2018,Q3,821.34
nan,KASBA,2019,Q1,887.33
nan,KASBA,2019,Q2,914.36
nan,KASBA,2019,Q3,954.83
nan,KASBA,2020,Q1,1001.94
