district,thana,year,quarter,deposits
nan,SHAH MAKDUM,2021,Q1,521.9
nan,SHAH MAKDUM,2021,Q2,517.29
nan,SHAH MAKDUM,2021,Q3,541.57
nan,SHAH MAKDUM,2022,Q1,629.18
nan,SHAH MAKDUM,2022,Q2,599.74
nan,SHAH MAKDUM,2022,Q3,618.84
nan,SHAH MAKDUM,2023,Q1,621.95
nan,SHAH MAKDUM,2023,Q2,565.54
nan,SHAH MAKDUM,2024,,575.93
nan,TANORE,2018,Q1,118.59
nan,TANORE,2018,Q2,111.77
nan,TANORE,2018,Q3,109.58
nan,TANORE,2019,Q1,116.44
nan,TANORE,2019,Q2,110.24
nan,TANORE,2019,Q3,110.22
nan,TANORE,2020,Q1,124.76
nan,TANORE,2020,Q2,123.47
nan,TANORE,2020,Q3,144.44
nan,TANORE,2021,Q1,147.25
nan,TANORE,2021,Q2,151.71
nan,TANORE,2021,Q3,157.22
nan,TANORE,2022,Q1,173.65
nan,TANORE,2022,Q2,179.38
nan,TANORE,2022,Q3,182.32
nan,TANORE,2023,Q1,199.5
nan,TANORE,2023,Q2,205.01
nan,TANORE,2024,,202.54
RANGAMATI Total,nan,2018,Q1,1448.28
RANGAMATI Total,nan,2018,Q2,1251.68
RANGAMATI Total,nan,2018,Q3,1372.05
RANGAMATI Total,nan,2019,Q1,1631.35
RANGAMATI Total,nan,2019,Q2,1393.48
RANGAMATI Total,nan,2019,Q3,1490.96
RANGAMATI Total,nan,2020,Q1,1753.53
RANGAMATI Total,nan,2020,Q2,1617.47
RANGAMATI Total,nan,2020,Q3,1670.84
RANGAMATI Total,nan,2021,Q1,1810.79
RANGAMATI Total,nan,2021,Q2,1697.31
RANGAMATI Total,nan,2021,Q3,1798.59
RANGAMATI Total,nan,2022,Q1,1964.79
RANGAMATI Total,nan,2022,Q2,1825.77
RANGAMATI Total,nan,2022,Q3,1876.41
RANGAMATI Total,nan,2023,Q1,2018.6
RANGAMATI Total,nan,2023,Q2,2061.47
RANGAMATI Total,nan,2024,,2063.52
RANGAMATI,BAGHAICHARI,2018,Q1,51.47
RANGAMATI,BAGHAICHARI,2018,Q2,44.85
RANGAMATI,BAGHAICHARI,2018,Q3,45.59
RANGAMATI,BAGHAICHARI,2019,Q1,61.82
RANGAMATI,BAGHAICHARI,2019,Q2,58.48
RANGAMATI,BAGHAICHARI,2019,Q3,56.64
RANGAMATI,BAGHAICHARI,2020,Q1,61.43
RANGAMATI,BAGHAICHARI,2020,Q2,61.74
RANGAMATI,BAGHAICHARI,2020,Q3,64.87
RANGAMATI,BAGHAICHARI,2021,Q1,66.38
RANGAMATI,BAGHAICHARI,2021,Q2,59.25
RANGAMATI,BAGHAICHARI,2021,Q3,62.25
RANGAMATI,BAGHAICHARI,2022,Q1,69.5
RANGAMATI,BAGHAICHARI,2022,Q2,68.12
RANGAMATI,BAGHAICHARI,2022,Q3,68.03
RANGAMATI,BAGHAICHARI,2023,Q1,78.75
RANGAMATI,BAGHAICHARI,2023,Q2,73.47
RANGAMATI,BAGHAICHARI,2024,,76.49
nan,BARKAL,2018,Q1,17.58
nan,BARKAL,2018,Q2,12.17
nan,BARKAL,2018,Q3,12.05
nan,BARKAL,2019,Q1,15.98
nan,BARKAL,2019,Q2,12.6
nan,BARKAL,2019,Q3,14.09
nan,BARKAL,2020,Q1,17.62
nan,BARKAL,2020,Q2,39.28
nan,BARKAL,2020,Q3,18.22
nan,BARKAL,2021,Q1,21.11
nan,BARKAL,2021,Q2,17.21
nan,BARKAL,2021,Q3,17.42
nan,BARKAL,2022,Q1,19.25
nan,BARKAL,2022,Q2,18.25
nan,BARKAL,2022,Q3,17.49
nan,BARKAL,2023,Q1,18.37
nan,BARKAL,2023,Q2,19.43
nan,BARKAL,2024,,20.4
nan,BELAICHARI,2018,Q1,14.49
nan,BELAICHARI,2018,Q2,12.51
nan,BELAICHARI,2018,Q3,12.32
nan,BELAICHARI,2019,Q1,15.98
nan,BELAICHARI,2019,Q2,13.47
nan,BELAICHARI,2019,Q3,14.52
nan,BELAICHARI,2020,Q1,16.74
nan,BELAICHARI,2020,Q2,15.87
nan,BELAICHARI,2020,Q3,16.36
nan,BELAICHARI,2021,Q1,18.33
nan,BELAICHARI,2021,Q2,16.98
nan,BELAICHARI,2021,Q3,15.7
nan,BELAICHARI,2022,Q1,18.36
nan,BELAICHARI,2022,Q2,16.94
nan,BELAICHARI,2022,Q3,17.02
nan,BELAICHARI,2023,Q1,24.12
nan,BELAICHARI,2023,Q2,18.81
nan,BELAICHARI,2024,,20.2
nan,CHANDRAGHONA,2018,Q1,12.06
nan,CHANDRAGHONA,2018,Q2,9.93
nan,CHANDRAGHONA,2018,Q3,12.48
nan,CHANDRAGHONA,2019,Q1,9.22
nan,CHANDRAGHONA,2019,Q2,9.38
nan,CHANDRAGHONA,2019,Q3,21.02
nan,CHANDRAGHONA,2020,Q1,11.97
nan,CHANDRAGHONA,2020,Q2,37.23
nan,CHANDRAGHONA,2020,Q3,11.52
nan,CHANDRAGHONA,2021,Q1,10.2
nan,CHANDRAGHONA,2021,Q2,10.77
nan,CHANDRAGHONA,2021,Q3,12.58
nan,CHANDRAGHONA,2022,Q1,11.87
nan,CHANDRAGHONA,2022,Q2,15.54
nan,CHANDRAGHONA,2022,Q3,14.63
nan,CHANDRAGHONA,2023,Q1,15.5
nan,CHANDRAGHONA,2023,Q2,14.97
nan,CHANDRAGHONA,2024,,10.32
nan,JURAICHARI,2018,Q1,12.05
nan,JURAICHARI,2018,Q2,10.41
nan,JURAICHARI,2018,Q3,9.31
nan,JURAICHARI,2019,Q1,11.87
nan,JURAICHARI,2019,Q2,10.12
nan,JURAICHARI,2019,Q3,8.6
nan,JURAICHARI,2020,Q1,13.8
nan,JURAICHARI,2020,Q2,14.01
nan,JURAICHARI,2020,Q3,13.69
nan,JURAICHARI,2021,Q1,14.38
nan,JURAICHARI,2021,Q2,14.05
nan,JURAICHARI,2021,Q3,12.91
nan,JURAICHARI,2022,Q1,14.92
nan,JURAICHARI,2022,Q2,16.19
nan,JURAICHARI,2022,Q3,19.64
nan,JURAICHARI,2023,Q1,20.46
nan,JURAICHARI,2023,Q2,16.85
nan,JURAICHARI,2024,,17.28
nan,KAOWKHALI,2018,Q1,43.44
nan,KAOWKHALI,2018,Q2,39.19
nan,KAOWKHALI,2018,Q3,41.76
nan,KAOWKHALI,2019,Q1,44.36
nan,KAOWKHALI,2019,Q2,41.06
nan,KAOWKHALI,2019,Q3,44.01
nan,KAOWKHALI,2020,Q1,49.6
nan,KAOWKHALI,2020,Q2,47.81
nan,KAOWKHALI,2020,Q3,51.57
nan,KAOWKHALI,2021,Q1,54.53
nan,KAOWKHALI,2021,Q2,50.05
nan,KAOWKHALI,2021,Q3,55.07
nan,KAOWKHALI,2022,Q1,58.48
nan,KAOWKHALI,2022,Q2,57.53
nan,KAOWKHALI,2022,Q3,57.58
nan,KAOWKHALI,2023,Q1,63.64
nan,KAOWKHALI,2023,Q2,64.71
nan,KAOWKHALI,2024,,66.64
nan,KAPTAI,2018,Q1,146.22
nan,KAPTAI,2018,Q2,138.58
nan,KAPTAI,2018,Q3,145.87
nan,KAPTAI,2019,Q1,149.29
nan,KAPTAI,2019,Q2,154.84
nan,KAPTAI,2019,Q3,173.29
nan,KAPTAI,2020,Q1,188.06
nan,KAPTAI,2020,Q2,195.57
nan,KAPTAI,2020,Q3,217.52
nan,KAPTAI,2021,Q1,220.75
nan,KAPTAI,2021,Q2,205.86
nan,KAPTAI,2021,Q3,213.26
nan,KAPTAI,2022,Q1,215.9
nan,KAPTAI,2022,Q2,214.34
nan,KAPTAI,2022,Q3,233.38
nan,KAPTAI,2023,Q1,239.05
nan,KAPTAI,2023,Q2,251.42
nan,KAPTAI,2024,,250.79
nan,KOTWALI_RANGAMATI,2018,Q1,1077.06
nan,KOTWALI_RANGAMATI,2018,Q2,917.71
nan,KOTWALI_RANGAMATI,2018,Q3,1031.97
nan,KOTWALI_RANGAMATI,2019,Q1,1251.28
nan,KOTWALI_RANGAMATI,2019,Q2,1032.57
nan,KOTWALI_RANGAMATI,2019,Q3,1092.98
nan,KOTWALI_RANGAMATI,2020,Q1,1318.33
nan,KOTWALI_RANGAMATI,2020,Q2,1136.29
nan,KOTWALI_RANGAMATI,2020,Q3,1208.78
nan,KOTWALI_RANGAMATI,2021,Q1,1331.96
nan,KOTWALI_RANGAMATI,2021,Q2,1250.68
nan,KOTWALI_RANGAMATI,2021,Q3,1337.76
nan,KOTWALI_RANGAMATI,2022,Q1,1473.29
nan,KOTWALI_RANGAMATI,2022,Q2,1339.46
nan,KOTWALI_RANGAMATI,2022,Q3,1367.85
nan,KOTWALI_RANGAMATI,2023,Q1,1474.19
nan,KOTWALI_RANGAMATI,2023,Q2,1515.09
nan,KOTWALI_RANGAMATI,2024,,1511.28
nan,LANGADU,2018,Q1,38.59
nan,LANGADU,2018,Q2,33.37
nan,LANGADU,2018,Q3,28.48
nan,LANGADU,2019,Q1,32.65
nan,LANGADU,2019,Q2,28.62
nan,LANGADU,2019,Q3,30.9
nan,LANGADU,2020,Q1,31.99
nan,LANGADU,2020,Q2,29.46
nan,LANGADU,2020,Q3,28.97
nan,LANGADU,2021,Q1,31.55
nan,LANGADU,2021,Q2,31.1
nan,LANGADU,2021,Q3,28.89
nan,LANGADU,2022,Q1,33.13
nan,LANGADU,2022,Q2,32.3
nan,LANGADU,2022,Q3,31.61
nan,LANGADU,2023,Q1,31.69
nan,LANGADU,2023,Q2,31.74
nan,LANGADU,2024,,36.0
nan,NANUERCHAR,2018,Q1,16.31
nan,NANUERCHAR,2018,Q2,15.0
nan,NANUERCHAR,2018,Q3,14.77
nan,NANUERCHAR,2019,Q1,18.03
nan,NANUERCHAR,2019,Q2,14.63
nan,NANUERCHAR,2019,Q3,15.0
nan,NANUERCHAR,2020,Q1,20.88
nan,NANUERCHAR,2020,Q2,18.54
nan,NANUERCHAR,2020,Q3,18.46
nan,NANUERCHAR,2021,Q1,19.81
nan,NANUERCHAR,2021,Q2,19.02
nan,NANUERCHAR,2021,Q3,19.9
nan,NANUERCHAR,2022,Q1,23.07
nan,NANUERCHAR,2022,Q2,20.68
nan,NANUERCHAR,2022,Q3,22.95
nan,NANUERCHAR,2023,Q1,22.99
nan,NANUERCHAR,2023,Q2,26.26
nan,NANUERCHAR,2024,,25.19
nan,RAJASTHALI,2018,Q1,19.0
nan,RAJASTHALI,2018,Q2,17.95
nan,RAJASTHALI,2018,Q3,17.47
nan,RAJASTHALI,2019,Q1,20.87
nan,RAJASTHALI,2019,Q2,17.71
nan,RAJASTHALI,2019,Q3,19.91
nan,RAJASTHALI,2020,Q1,23.12
nan,RAJASTHALI,2020,Q2,21.66
nan,RAJASTHALI,2020,Q3,20.86
nan,RAJASTHALI,2021,Q1,21.79
nan,RAJASTHALI,2021,Q2,22.34
nan,RAJASTHALI,2021,Q3,22.85
nan,RAJASTHALI,2022,Q1,27.03
nan,RAJASTHALI,2022,Q2,26.44
nan,RAJASTHALI,2022,Q3,26.22
nan,RAJASTHALI,2023,Q1,29.85
nan,RAJASTHALI,2023,Q2,28.73
nan,RAJASTHALI,2024,,28.93
RANGPUR Total,nan,2018,Q1,5348.13
RANGPUR Total,nan,2018,Q2,5256.16
RANGPUR Total,nan,2018,Q3,5477.12
RANGPUR Total,nan,2019,Q1,5921.75
RANGPUR Total,nan,2019,Q2,5978.17
RANGPUR Total,nan,2019,Q3,6270.57
RANGPUR Total,nan,2020,Q1,6820.6
RANGPUR Total,nan,2020,Q2,6736.59
RANGPUR Total,nan,2020,Q3,7358.59
RANGPUR Total,nan,2021,Q1,7563.21
RANGPUR Total,nan,2021,Q2,7766.53
RANGPUR Total,nan,2021,Q3,8021.49
RANGPUR Total,nan,2022,Q1,8438.14
RANGPUR Total,nan,2022,Q2,8216.51
RANGPUR Total,nan,2022,Q3,8498.59
RANGPUR Total,nan,2023,Q1,9032.46
RANGPUR Total,nan,2023,Q2,9080.55
RANGPUR Total,nan,2024,,9101.17
RANGPUR,BADARGANJ,2018,Q1,175.35
RANGPUR,BADARGANJ,2018,Q2,174.28
RANGPUR,BADARGANJ,2018,Q3,179.78
RANGPUR,BADARGANJ,2019,Q1,194.63
RANGPUR,BADARGANJ,2019,Q2,203.67
RANGPUR,BADARGANJ,2019,Q3,214.74
RANGPUR,BADARGANJ,2020,Q1,228.03
RANGPUR,BADARGANJ,2020,Q2,215.18
RANGPUR,BADARGANJ,2020,Q3,241.73
RANGPUR,BADARGANJ,2021,Q1,234.69
RANGPUR,BADARGANJ,2021,Q2,248.06
RANGPUR,BADARGANJ,2021,Q3,239.65
RANGPUR,BADARGANJ,2022,Q1,263.8
RANGPUR,BADARGANJ,2022,Q2,268.72
RANGPUR,BADARGANJ,2022,Q3,258.41
RANGPUR,BADARGANJ,2023,Q1,294.68
RANGPUR,BADARGANJ,2023,Q2,290.62
RANGPUR,BADARGANJ,2024,,274.71
nan,GANGACHARA,2018,Q1,145.01
nan,GANGACHARA,2018,Q2,136.05
nan,GANGACHARA,2018,Q3,133.82
nan,GANGACHARA,2019,Q1,153.93
nan,GANGACHARA,2019,Q2,136.23
nan,GANGACHARA,2019,Q3,138.84
nan,GANGACHARA,2020,Q1,150.01
nan,GANGACHARA,2020,Q2,100.72
nan,GANGACHARA,2020,Q3,127.22
nan,GANGACHARA,2021,Q1,126.47
nan,GANGACHARA,2021,Q2,131.99
nan,GANGACHARA,2021,Q3,133.14
nan,GANGACHARA,2022,Q1,143.84
nan,GANGACHARA,2022,Q2,139.43
nan,GANGACHARA,2022,Q3,142.47
nan,GANGACHARA,2023,Q1,144.97
nan,GANGACHARA,2023,Q2,146.4
nan,GANGACHARA,2024,,142.71
nan,HARAGACH,2018,Q1,63.05
nan,HARAGACH,2018,Q2,70.59
nan,HARAGACH,2018,Q3,75.34
nan,HARAGACH,2019,Q1,76.38
nan,HARAGACH,2019,Q2,75.62
nan,HARAGACH,2019,Q3,82.92
nan,HARAGACH,2020,Q1,83.08
nan,HARAGACH,2020,Q2,83.55
nan,HARAGACH,2020,Q3,102.99
nan,HARAGACH,2021,Q1,91.29
nan,HARAGACH,2021,Q2,93.95
nan,HARAGACH,2021,Q3,106.23
nan,HARAGACH,2022,Q1,95.49
nan,HARAGACH,2022,Q2,99.51
nan,HARAGACH,2022,Q3,105.77
nan,HARAGACH,2023,Q1,103.25
nan,HARAGACH,2023,Q2,116.36
nan,HARAGACH,2024,,100.21
nan,KAUNIA,2018,Q1,107.5
nan,KAUNIA,2018,Q2,94.91
nan,KAUNIA,2018,Q3,90.71
nan,KAUNIA,2019,Q1,117.07
nan,KAUNIA,2019,Q2,118.32
nan,KAUNIA,2019,Q3,118.67
nan,KAUNIA,2020,Q1,128.97
nan,KAUNIA,2020,Q2,112.57
nan,KAUNIA,2020,Q3,132.93
nan,KAUNIA,2021,Q1,140.86
nan,KAUNIA,2021,Q2,130.52
nan,KAUNIA,2021,Q3,132.19
nan,KAUNIA,2022,Q1,136.1
nan,KAUNIA,2022,Q2,133.89
nan,KAUNIA,2022,Q3,141.22
nan,KAUNIA,2023,Q1,147.46
nan,KAUNIA,2023,Q2,151.08
nan,KAUNIA,2024,,148.57
nan,KOTWALI,2018,Q1,4010.62
nan,KOTWALI,2018,Q2,3956.91
nan,KOTWALI,2018,Q3,4162.25
nan,KOTWALI,2019,Q1,4432.1
nan,KOTWALI,2019,Q2,4522.27
nan,KOTWALI,2019,Q3,4762.23
nan,KOTWALI,2020,Q1,5165.75
nan,KOTWALI,2020,Q2,5247.23
nan,KOTWALI,2020,Q3,5630.34
nan,KOTWALI,2021,Q1,5742.61
nan,KOTWALI,2021,Q2,5953.59
nan,KOTWALI,2021,Q3,6173.78
nan,KOTWALI,2022,Q1,6461.43
nan,KOTWALI,2022,Q2,6296.39
nan,KOTWALI,2022,Q3,6581.22
nan,KOTWALI,2023,Q1,6901.1
nan,KOTWALI,2023,Q2,6930.43
nan,KOTWALI,2024,,6823.1
nan,MITHAPUKUR,2018,Q1,315.39
nan,MITHAPUKUR,2018,Q2,311.92
nan,MITHAPUKUR,2018,Q3,310.57
nan,MITHAPUKUR,2019,Q1,353.9
nan,MITHAPUKUR,2019,Q2,360.14
nan,MITHAPUKUR,2019,Q3,375.24
nan,MITHAPUKUR,2020,Q1,410.11
nan,MITHAPUKUR,2020,Q2,376.84
nan,MITHAPUKUR,2020,Q3,441.78
nan,MITHAPUKUR,2021,Q1,486.21
nan,MITHAPUKUR,2021,Q2,480.79
nan,MITHAPUKUR,2021,Q3,497.77
nan,MITHAPUKUR,2022,Q1,554.36
nan,MITHAPUKUR,2022,Q2,494.18
nan,MITHAPUKUR,2022,Q3,487.38
nan,MITHAPUKUR,2023,Q1,533.25
nan,MITHAPUKUR,2023,Q2,546.76
nan,MITHAPUKUR,2024,,722.32
nan,PIRGACHA,2018,Q1,175.91
nan,PIRGACHA,2018,Q2,165.39
nan,PIRGACHA,2018,Q3,170.74
nan,PIRGACHA,2019,Q1,196.06
nan,PIRGACHA,2019,Q2,171.8
nan,PIRGACHA,2019,Q3,183.01
nan,PIRGACHA,2020,Q1,199.49
nan,PIRGACHA,2020,Q2,180.19
nan,PIRGACHA,2020,Q3,206.61
nan,PIRGACHA,2021,Q1,210.06
nan,PIRGACHA,2021,Q2,206.73
nan,PIRGACHA,2021,Q3,205.65
nan,PIRGACHA,2022,Q1,221.21
nan,PIRGACHA,2022,Q2,220.38
nan,PIRGACHA,2022,Q3,220.65
nan,PIRGACHA,2023,Q1,249.42
nan,PIRGACHA,2023,Q2,251.27
nan,PIRGACHA,2024,,255.52
nan,PIRGANJ,2018,Q1,234.64
nan,PIRGANJ,2018,Q2,237.09
nan,PIRGANJ,2018,Q3,236.62
nan,PIRGANJ,2019,Q1,263.97
nan,PIRGANJ,2019,Q2,268.72
nan,PIRGANJ,2019,Q3,273.54
nan,PIRGANJ,2020,Q1,314.82
nan,PIRGANJ,2020,Q2,296.91
nan,PIRGANJ,2020,Q3,328.67
nan,PIRGANJ,2021,Q1,362.54
nan,PIRGANJ,2021,Q2,356.22
nan,PIRGANJ,2021,Q3,363.96
nan,PIRGANJ,2022,Q1,398.57
nan,PIRGANJ,2022,Q2,406.77
nan,PIRGANJ,2022,Q3,391.23
nan,PIRGANJ,2023,Q1,432.49
nan,PIRGANJ,2023,Q2,429.39
nan,PIRGANJ,2024,,416.68
nan,TAJHAT,2018,Q1,30.92
nan,TAJHAT,2018,Q2,25.82
nan,TAJHAT,2018,Q3,30.96
nan,TAJHAT,2019,Q1,33.93
nan,TAJHAT,2019,Q2,29.83
nan,TAJHAT,2019,Q3,29.48
nan,TAJHAT,2020,Q1,33.63
nan,TAJHAT,2020,Q2,36.91
nan,TAJHAT,2020,Q3,43.76
nan,TAJHAT,2021,Q1,43.64
nan,TAJHAT,2021,Q2,42.38
nan,TAJHAT,2021,Q3,48.41
nan,TAJHAT,2022,Q1,48.18
nan,TAJHAT,2022,Q2,47.81
nan,TAJHAT,2022,Q3,51.61
nan,TAJHAT,2023,Q1,75.17
nan,TAJHAT,2023,Q2,70.39
nan,TAJHAT,2024,,64.93
nan,TARAGANJ,2018,Q1,89.74
nan,TARAGANJ,2018,Q2,83.2
nan,TARAGANJ,2018,Q3,86.33
nan,TARAGANJ,2019,Q1,99.77
nan,TARAGANJ,2019,Q2,91.57
nan,TARAGANJ,2019,Q3,91.89
nan,TARAGANJ,2020,Q1,106.71
nan,TARAGANJ,2020,Q2,86.49
nan,TARAGANJ,2020,Q3,102.55
nan,TARAGANJ,2021,Q1,124.83
nan,TARAGANJ,2021,Q2,122.3
nan,TARAGANJ,2021,Q3,120.71
nan,TARAGANJ,2022,Q1,115.16
nan,TARAGANJ,2022,Q2,109.44
nan,TARAGANJ,2022,Q3,118.62
nan,TARAGANJ,2023,Q1,150.67
nan,TARAGANJ,2023,Q2,147.86
nan,TARAGANJ,2024,,152.42
SATKHIRA Total,nan,2018,Q1,4338.93
SATKHIRA Total,nan,2018,Q2,4271.38
SATKHIRA Total,nan,2018,Q3,4433.12
SATKHIRA Total,nan,2019,Q1,4761.91
SATKHIRA Total,nan,2019,Q2,4683.72
SATKHIRA Total,nan,2019,Q3,4993.89
SATKHIRA Total,nan,2020,Q1,5187.18
SATKHIRA Total,nan,2020,Q2,5298.85
SATKHIRA Total,nan,2020,Q3,5585.13
SATKHIRA Total,nan,2021,Q1,5718.9
SATKHIRA Total,nan,2021,Q2,5686.32
SATKHIRA Total,nan,2021,Q3,5859.56
SATKHIRA Total,nan,2022,Q1,6258.84
SATKHIRA Total,nan,2022,Q2,6295.95
SATKHIRA Total,nan,2022,Q3,6208.62
SATKHIRA Total,nan,2023,Q1,6526.75
SATKHIRA Total,nan,2023,Q2,6780.65
SATKHIRA Total,nan,2024,,6893.52
SATKHIRA,ASHASUNI,2018,Q1,216.79
SATKHIRA,ASHASUNI,2018,Q2,207.94
SATKHIRA,ASHASUNI,2018,Q3,219.29
SATKHIRA,ASHASUNI,2019,Q1,231.57
SATKHIRA,ASHASUNI,2019,Q2,217.7
SATKHIRA,ASHASUNI,2019,Q3,226.3
SATKHIRA,ASHASUNI,2020,Q1,232.84
SATKHIRA,ASHASUNI,2020,Q2,229.85
SATKHIRA,ASHASUNI,2020,Q3,241.1
SATKHIRA,ASHASUNI,2021,Q1,247.86
SATKHIRA,ASHASUNI,2021,Q2,239.22
SATKHIRA,ASHASUNI,2021,Q3,245.2
SATKHIRA,ASHASUNI,2022,Q1,263.86
SATKHIRA,ASHASUNI,2022,Q2,269.84
SATKHIRA,ASHASUNI,2022,Q3,277.61
SATKHIRA,ASHASUNI,2023,Q1,288.24
SATKHIRA,ASHASUNI,2023,Q2,299.75
SATKHIRA,ASHASUNI,2024,,300.85
nan,DEBHATA,2018,Q1,210.06
nan,DEBHATA,2018,Q2,208.8
nan,DEBHATA,2018,Q3,217.65
nan,DEBHATA,2019,Q1,216.86
nan,DEBHATA,2019,Q2,211.85
nan,DEBHATA,2019,Q3,227.57
nan,DEBHATA,2020,Q1,230.49
nan,DEBHATA,2020,Q2,223.77
nan,DEBHATA,2020,Q3,235.58
nan,DEBHATA,2021,Q1,239.34
nan,DEBHATA,2021,Q2,236.56
nan,DEBHATA,2021,Q3,250.19
nan,DEBHATA,2022,Q1,260.7
nan,DEBHATA,2022,Q2,327.21
nan,DEBHATA,2022,Q3,274.84
nan,DEBHATA,2023,Q1,290.8
nan,DEBHATA,2023,Q2,298.79
nan,DEBHATA,2024,,298.09
nan,KALAROA,2018,Q1,501.67
nan,KALAROA,2018,Q2,488.35
nan,KALAROA,2018,Q3,498.71
nan,KALAROA,2019,Q1,544.92
nan,KALAROA,2019,Q2,533.72
nan,KALAROA,2019,Q3,557.55
nan,KALAROA,2020,Q1,582.42
nan,KALAROA,2020,Q2,604.81
nan,KALAROA,2020,Q3,636.04
nan,KALAROA,2021,Q1,672.25
nan,KALAROA,2021,Q2,666.86
nan,KALAROA,2021,Q3,677.29
nan,KALAROA,2022,Q1,755.6
nan,KALAROA,2022,Q2,756.22
nan,KALAROA,2022,Q3,710.4
nan,KALAROA,2023,Q1,742.72
nan,KALAROA,2023,Q2,778.43
nan,KALAROA,2024,,796.26
nan,KALIGANJ,2018,Q1,424.65
nan,KALIGANJ,2018,Q2,422.7
nan,KALIGANJ,2018,Q3,445.54
nan,KALIGANJ,2019,Q1,489.9
nan,KALIGANJ,2019,Q2,490.12
nan,KALIGANJ,2019,Q3,525.65
nan,KALIGANJ,2020,Q1,545.55
nan,KALIGANJ,2020,Q2,570.3
nan,KALIGANJ,2020,Q3,594.0
nan,KALIGANJ,2021,Q1,628.54
nan,KALIGANJ,2021,Q2,634.48
nan,KALIGANJ,2021,Q3,669.83
nan,KALIGANJ,2022,Q1,696.57
nan,KALIGANJ,2022,Q2,728.01
nan,KALIGANJ,2022,Q3,703.66
nan,KALIGANJ,2023,Q1,734.08
nan,KALIGANJ,2023,Q2,780.22
nan,KALIGANJ,2024,,777.81
nan,PATKELGHATA,2018,Q1,171.44
nan,PATKELGHATA,2018,Q2,165.96
nan,PATKELGHATA,2018,Q3,178.81
nan,PATKELGHATA,2019,Q1,199.35
nan,PATKELGHATA,2019,Q2,197.93
nan,PATKELGHATA,2019,Q3,219.76
nan,PATKELGHATA,2020,Q1,233.27
nan,PATKELGHATA,2020,Q2,240.18
nan,PATKELGHATA,2020,Q3,255.45
nan,PATKELGHATA,2021,Q1,284.71
nan,PATKELGHATA,2021,Q2,285.45
nan,PATKELGHATA,2021,Q3,301.85
nan,PATKELGHATA,2022,Q1,332.94
nan,PATKELGHATA,2022,Q2,316.77
nan,PATKELGHATA,2022,Q3,332.32
nan,PATKELGHATA,2023,Q1,343.76
nan,PATKELGHATA,2023,Q2,341.79
nan,PATKELGHATA,2024,,359.06
nan,SATKHIRA SADAR,2018,Q1,2099.73
nan,SATKHIRA SADAR,2018,Q2,2086.8
nan,SATKHIRA SADAR,2018,Q3,2172.75
nan,SATKHIRA SADAR,2019,Q1,2306.97
nan,SATKHIRA SADAR,2019,Q2,2278.61
nan,SATKHIRA SADAR,2019,Q3,2408.03
nan,SATKHIRA SADAR,2020,Q1,2517.72
nan,SATKHIRA SADAR,2020,Q2,2595.55
nan,SATKHIRA SADAR,2020,Q3,2682.1
nan,SATKHIRA SADAR,2021,Q1,2726.6
nan,SATKHIRA SADAR,2021,Q2,2711.78
nan,SATKHIRA SADAR,2021,Q3,2778.55
nan,SATKHIRA SADAR,2022,Q1,2967.49
nan,SATKHIRA SADAR,2022,Q2,2889.89
nan,SATKHIRA SADAR,2022,Q3,2893.43
nan,SATKHIRA SADAR,2023,Q1,3059.94
nan,SATKHIRA SADAR,2023,Q2,3164.24
nan,SATKHIRA SADAR,2024,,3248.37
nan,SHYAMNAGAR,2018,Q1,508.12
nan,SHYAMNAGAR,2018,Q2,511.74
nan,SHYAMNAGAR,2018,Q3,537.63
nan,SHYAMNAGAR,2019,Q1,563.21
nan,SHYAMNAGAR,2019,Q2,560.56
nan,SHYAMNAGAR,2019,Q3,607.66
nan,SHYAMNAGAR,2020,Q1,617.61
nan,SHYAMNAGAR,2020,Q2,627.05
nan,SHYAMNAGAR,2020,Q3,703.06
nan,SHYAMNAGAR,2021,Q1,673.22
nan,SHYAMNAGAR,2021,Q2,675.44
nan,SHYAMNAGAR,2021,Q3,699.04
nan,SHYAMNAGAR,2022,Q1,729.45
nan,SHYAMNAGAR,2022,Q2,754.96
nan,SHYAMNAGAR,2022,Q3,747.81
nan,SHYAMNAGAR,2023,Q1,784.66
nan,SHYAMNAGAR,2023,Q2,831.81
nan,SHYAMNAGAR,2024,,830.62
nan,TALA,2018,Q1,206.48
nan,TALA,2018,Q2,179.08
nan,TALA,2018,Q3,162.74
nan,TALA,2019,Q1,209.13
nan,TALA,2019,Q2,193.22
nan,TALA,2019,Q3,221.37
nan,TALA,2020,Q1,227.28
nan,TALA,2020,Q2,207.34
nan,TALA,2020,Q3,237.8
nan,TALA,2021,Q1,246.37
nan,TALA,2021,Q2,236.52
nan,TALA,2021,Q3,237.6
nan,TALA,2022,Q1,252.24
nan,TALA,2022,Q2,253.05
nan,TALA,2022,Q3,268.56
nan,TALA,2023,Q1,282.56
nan,TALA,2023,Q2,285.62
nan,TALA,2024,,282.46
SHARIATPUR Total,nan,2018,Q1,3110.73
SHARIATPUR Total,nan,2018,Q2,3128.26
SHARIATPUR Total,nan,2018,Q3,3249.71
SHARIATPUR Total,nan,2019,Q1,3522.0
SHARIATPUR Total,nan,2019,Q2,3670.06
SHARIATPUR Total,nan,2019,Q3,3892.36
SHARIATPUR Total,nan,2020,Q1,4021.33
SHARIATPUR Total,nan,2020,Q2,4333.8
SHARIATPUR Total,nan,2020,Q3,4542.48
